,rutenavn,rutenummer,merking,rutetype,informasjon,geometry
41,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.896676099058933 59.92412059730547, 10.896346108918944 59.92408824909188, 10.896121998124867 59.924039467600615, 10.895895994132 59.923963767519176, 10.89572853970483 59.923904470301615, 10.895551301502271 59.9238618400736, 10.895452340304187 59.923848981729805)"
42,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.918925683579067 59.83936424346447, 10.918935554616732 59.83978068358939, 10.918948788621831 59.839874172652635, 10.919035556331396 59.84012584004818, 10.91903130987764 59.84013578213353, 10.919081595320634 59.84028073661386, 10.919250294877967 59.84048917363253, 10.919437254322052 59.840624141069554, 10.91961461096088 59.840803080344415, 10.919710313920227 59.84095563564745, 10.919770574003254 59.841162150587145, 10.919653025341631 59.841327606409735)"
43,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.88632545969759 59.92171619617108, 10.88631840938192 59.92176533762332, 10.886315026938616 59.92180975606509, 10.886308105760667 59.92184856660874, 10.88629622591042 59.921881969205195, 10.886276449814035 59.921914945866604, 10.886265592918221 59.92193800476461, 10.886248885878361 59.92197462004563, 10.886248910514986 59.92201602574731, 10.886248317798913 59.92205285956808, 10.886248187241941 59.922072621374866, 10.886240753214809 59.92208979313494)"
44,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.905799170688523 59.83026008370261, 10.9055202462812 59.83054328187625, 10.905541449644929 59.8309143785645, 10.905433465439215 59.83111668873032, 10.90518377537059 59.83128090103108, 10.904669319627452 59.83134861670968, 10.904051766247948 59.83135755318988, 10.90339445655333 59.83136706178714, 10.90289995774575 59.83143439203296, 10.902534062981593 59.831660548216234, 10.902439611745883 59.831718859162144)"
45,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.911765890270681 59.93091730276893, 10.911624783003406 59.930943779100396, 10.911567868254467 59.93094990347134, 10.91149398905405 59.930959776655286, 10.911354168568845 59.93097752165078, 10.911151647762868 59.93100659419252, 10.911007657434556 59.93102341124918, 10.910843500680182 59.93103809528412, 10.910745230894452 59.93105640514624)"
46,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.903113892577718 59.825718779331666, 10.90319065305547 59.825757189716434, 10.903408366336476 59.82583972846579)"
47,['Ukjent'],['osl'],JA,,,"LINESTRING (10.819227339509679 60.062708630969254, 10.819226804214475 60.06271196147014, 10.818531933664698 60.06334357534466, 10.818179102150747 60.063465186365804, 10.816088375079657 60.06399696964207, 10.81548846262127 60.064471524242116, 10.815210195465204 60.06469161760362, 10.815049072980068 60.06476774662334, 10.814702340179656 60.064932195621914, 10.814680783049807 60.064958447818206, 10.814586347965573 60.06507434690553, 10.814585527016753 60.065079028516976)"
48,['KyststiOslo'],['Kyststi_03_07'],JA,,,"LINESTRING (10.666432039035588 59.91421075788031, 10.666329128676692 59.914191581408254, 10.666271139753635 59.91418009984681, 10.666234547444365 59.91417086258048, 10.666174786716272 59.91415257760773, 10.666117953444763 59.91413560280039, 10.666061291177778 59.91412203868964, 10.666024775464498 59.91411432721352, 10.66599111187088 59.91410999256581)"
49,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.864632656416628 59.90633547113826, 10.864898303167712 59.906330724664784, 10.865191511520377 59.906262625506386, 10.865496259230474 59.906157986240665, 10.865692705538102 59.906118290567356, 10.865829419884589 59.906113570889325, 10.866044900831408 59.90612309470669, 10.866158247321975 59.90616082997963, 10.866304097983162 59.906226487256006)"
50,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.911926531437238 59.83826601974155, 10.912417191896765 59.837918744489194, 10.912537630506257 59.83786858167302, 10.912598113598296 59.83782476899927, 10.912641767477975 59.83779557199587, 10.912664752153267 59.83775760356366, 10.912682496081436 59.83773093873878, 10.912692221152307 59.8377044802634, 10.91272392799281 59.837675456847414, 10.912769367926778 59.837643179975046, 10.912780374396654 59.83762972671468, 10.91278070420408 59.8376105903421, 10.912785068208214 59.83759022768534, 10.912801845609621 59.83757471452183, 10.91283527869334 59.83754467797271)"
51,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.903477866431086 59.91134991643026, 10.90353474708581 59.91136562161106, 10.90358976829989 59.91139258093162, 10.903644854074793 59.91141441964402, 10.903709734428492 59.91142614702316, 10.903747029951898 59.91143090766305, 10.903674173517322 59.911486030628986, 10.903638780662046 59.91151761897474, 10.903609245608333 59.911539063043115, 10.903591405232344 59.91155234436931, 10.903547808754075 59.91157497949647, 10.903513992570199 59.911590377711036, 10.903480063298668 59.911603801543194, 10.90344405799656 59.911609081864135, 10.903263221721895 59.91162759098639, 10.903184907710488 59.911631146851995, 10.90302337189836 59.91162126379052, 10.902911180809305 59.911642284273874, 10.90279905526874 59.911661327707975, 10.902730806365744 59.911668869654775, 10.902644830684697 59.911694810771486, 10.902562458584004 59.91170246667167, 10.902299598290949 59.9117347329396, 10.902204959810472 59.91173744598915, 10.902168845280299 59.911737697701845, 10.902130464026731 59.911738970117554, 10.902072240984749 59.911740439024236, 10.902023899276058 59.91174580715014, 10.901981992075259 59.91175422605738, 10.901915713718807 59.91176182896292, 10.901857302649079 59.91176626449548, 10.901756696751661 59.911774093154534, 10.901680361446775 59.911771601738295, 10.90151691090376 59.91176264263654, 10.901466498673368 59.91175995676785)"
52,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.861340503891537 59.84205032494079, 10.86136442291047 59.842130284226215, 10.861352637187176 59.84216853382359, 10.86133710128727 59.84220674663082, 10.861319900157076 59.84224390516377, 10.861306665516912 59.84227858251386, 10.861287602792961 59.842317563729964, 10.86126827855361 59.8423582551872, 10.861248574586075 59.84240173637582, 10.861227077133774 59.84244506328353, 10.861205584637501 59.842488479935085, 10.86118613698045 59.84253016112318, 10.861166812498631 59.842570852565416, 10.861147571107958 59.84260983628276, 10.861130374577272 59.84264708453818, 10.861115396247838 59.84268250506344, 10.861096026498757 59.84272238876869, 10.861080874768122 59.84275790155891, 10.861061426803982 59.842799582728425, 10.861042358495645 59.842838474161475, 10.861023166915464 59.842878355334506, 10.861001880258609 59.842919074488016, 10.860982811814923 59.84295796591239, 10.860965408549898 59.84299791161072, 10.860948211623223 59.84303515984215, 10.86092603401488 59.84306951448214, 10.860914325616035 59.84310596656977, 10.860891300327213 59.84314751864473, 10.860876070051301 59.84318482888035, 10.860864618047783 59.843219480973005, 10.860849081120346 59.84325769372181, 10.860830095466499 59.843294877402194, 10.860812686839811 59.84333473333269, 10.860795361329004 59.84337288153913, 10.86077642565127 59.84341096268574, 10.860757311584377 59.8434490463507, 10.86073862730835 59.843485237754294, 10.86072130163764 59.8435233859509, 10.860706149159034 59.84355889869751, 10.860686828527072 59.84359967981627, 10.860669625980995 59.84363683826363, 10.860654010489421 59.84367684845814, 10.860638389951609 59.843716768903334, 10.860622980795716 59.84375408163011, 10.860607571606083 59.843791394355065, 10.860548444507039 59.84392165811788, 10.860535631208078 59.84396710759845, 10.860524183606092 59.84400184940794, 10.860510736044645 59.84403913439277, 10.86049737162687 59.84407471165471, 10.860453966176527 59.84411250986142)"
53,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.863926657497512 59.86503628389369, 10.863938327839437 59.8650373761663, 10.863952544516666 59.86503609712822, 10.863992711144446 59.86503256460969, 10.864033219617985 59.865028757786035, 10.864074502207309 59.86502601780876, 10.864118243068502 59.865022524476736, 10.864175061863909 59.86501974418433, 10.864264466427636 59.86501201167379, 10.864312992943983 59.86501105525258, 10.864334928662963 59.86501047525887, 10.864355685484107 59.86501116940387, 10.864380702669134 59.86501458759018, 10.86450326488659 59.865037642173405, 10.8645413725321 59.8650451862585, 10.864589803260396 59.86505527871215, 10.864638646213361 59.865066353310056, 10.864665505790073 59.86507396680461, 10.864683997761738 59.8650820580475, 10.864702479692628 59.865089969793935)"
54,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.86020087441813 59.877785617958935, 10.86019713038059 59.87757154523223, 10.860303734959915 59.87721876235037, 10.860337223162293 59.87687805958688, 10.860247122060429 59.87653820406934, 10.860227230178225 59.87642522474564, 10.860409534723317 59.87634010747105, 10.860694133401475 59.876295130612185)"
55,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.884783316288331 59.921376465251825, 10.886114358318416 59.921628141017884)"
56,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.901462055526261 59.82679390641232, 10.901463926916131 59.82684238187999, 10.901479777246967 59.826885715279715, 10.901494973872717 59.82696139312989, 10.901501519004178 59.827023004520306, 10.901511758221 59.82707117942985, 10.901328812339157 59.827213671825746, 10.901260040672742 59.82725283875108, 10.901243456187578 59.82728738939923, 10.901224962790202 59.8273260095002, 10.901218816663212 59.8273715469411, 10.901236345623564 59.827406772363126, 10.901279905252887 59.827441711501315, 10.901347256950926 59.827465259064205, 10.901452761706043 59.82749148879581, 10.901526829494246 59.82750766384672)"
57,['Ukjent'],['osl'],JA,,,"LINESTRING (10.818187865797722 59.85051190744171, 10.818334729928258 59.85043227717846, 10.818370801381619 59.85041282757401, 10.818666764025657 59.8503436221216, 10.81961048681987 59.85031845691466, 10.819899362584712 59.8502699147269, 10.820453049469487 59.85001993315446, 10.820999507130738 59.85004291365847)"
58,['Ukjent'],['osl18'],JA,,,"LINESTRING (10.791682513152411 60.03583555386988, 10.791962734667175 60.035772387180494, 10.792101642329984 60.035662277459544, 10.792122463352321 60.0356456489254, 10.792318166608352 60.03546722848457, 10.792526986572062 60.03539838270527, 10.792778460901614 60.03530174423487, 10.793013794146692 60.035311394810584, 10.793318832901301 60.035527300341336, 10.79343716138029 60.035650266771206, 10.793493044775825 60.035753872415725, 10.793574309739556 60.0359050943221, 10.793596042257315 60.03591521780367, 10.793805784403567 60.036012334094735, 10.793996399954494 60.036038127813896, 10.794281831412864 60.03602140920579, 10.794356855852964 60.0360012601061, 10.794677833373656 60.035915080675096, 10.79478506306939 60.03588632086175, 10.794838195716595 60.03586305586471, 10.795530289960444 60.03555951250751, 10.795967954040355 60.035437076072995, 10.796455418820923 60.03533919896538, 10.796502108061524 60.03532293656979, 10.796803073664067 60.035218881430865, 10.797139199996112 60.03495250210508, 10.797508092049606 60.034602059075375, 10.797580533585855 60.03448162066754, 10.79758431903447 60.03447860530228, 10.797658074273965 60.03429976968382, 10.7979555413477 60.034210848183314, 10.798471083832759 60.03417419399742)"
59,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.872363143162532 59.9076192203299, 10.87239419547557 59.907545038851396, 10.872440517058651 59.90747207752726, 10.872464575255403 59.907388025620506, 10.87248847873552 59.907342507712606)"
60,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.869385126457658 59.888538480620944, 10.8694148043141 59.88853545481285, 10.869613945493224 59.8885233778476, 10.869742783704998 59.88851337610287, 10.869794611353335 59.888510125690665, 10.869831520435548 59.888505380442524, 10.869854482519589 59.888503707295044, 10.8698881669315 59.88849882815998, 10.869938987658148 59.88849038254316, 10.87000173538516 59.88847790545421, 10.870067800554242 59.8884640339794, 10.870136086411062 59.88844833459178, 10.87021147531449 59.88843181579825, 10.870311282077921 59.888410908530226, 10.87037711290241 59.88839605222738, 10.870434525907102 59.88838724337777, 10.870484825697629 59.888379074396525, 10.870528706446418 59.88837117616487, 10.870606242119813 59.88836423718056, 10.870684977406597 59.88835638293843, 10.870780700502824 59.88834550308083, 10.870849600299351 59.88833437531427, 10.870875416510719 59.88832942801403, 10.87091240485829 59.8883197413481, 10.870944106255303 59.88831138719979, 10.871005714183152 59.88830090180567, 10.871046740422837 59.88829627738136, 10.87109085812462 59.88829259703779, 10.871144041373892 59.888291213014966, 10.871225390704547 59.888288530762445, 10.871264526230359 59.888288424019684, 10.871333207244241 59.88829247833617, 10.871405928210262 59.888298451228295, 10.871454116098091 59.88829722785213, 10.87150328968271 59.888294463551745, 10.871548103385036 59.88828727026826, 10.871599679984646 59.888276388181744, 10.87164533293465 59.88826505131737, 10.871693910743142 59.88825169689101, 10.871734101931173 59.88823540778082, 10.871788118599847 59.88821389243621, 10.871847752703834 59.88818421364433, 10.871907245330693 59.8881520219317, 10.87197598440638 59.88810945956755, 10.872043779890882 59.8880660123934, 10.872066949618901 59.888048977035005, 10.87209680134364 59.88802681692016, 10.872128967722773 59.88800767771859, 10.872204979507181 59.88796097007805)"
61,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.89821347797415 59.92422215192462, 10.898261762186717 59.92407765783933, 10.898296398235967 59.923888451139206, 10.898316108637639 59.92374490733011, 10.898327827538768 59.923658782586614)"
62,"['Ukjent', 'Ukjent']","['osl22', 'osl81']",JA,,,"LINESTRING (10.659922160632185 60.078389554599546, 10.660027868576286 60.07834341254542, 10.66024234122917 60.078322668763235, 10.660375874124776 60.07833302720283, 10.66053587359038 60.07833353333326, 10.661020155943516 60.07838448235249, 10.661449948193548 60.07838842469392, 10.661755319568128 60.07838449873996, 10.662023865320451 60.078363162520205, 10.66219825160629 60.078253108723636, 10.662483498147452 60.07800299386389, 10.66262327114517 60.07788026218347, 10.662800391150183 60.07772463923542, 10.663042077147267 60.07763762780013, 10.663089017812574 60.07763461270747, 10.663411172639124 60.07760361847993, 10.663764994659381 60.07760895765589, 10.664333760126276 60.07768505646942, 10.664338825922126 60.07768571121075, 10.66467352226637 60.077725237027735, 10.664702501355421 60.07772603984238, 10.665063358918713 60.07773541829663, 10.665430680111937 60.077680499795925, 10.665959887649949 60.077585192207046, 10.66607093406475 60.07757382450794, 10.666435021635978 60.07753681623515, 10.666889759720222 60.07755443697706, 10.667419517673038 60.07760541811873, 10.667699521954242 60.077640326932645, 10.668002401518567 60.07756941914681, 10.668009864283668 60.07756770844274, 10.66813841517435 60.07752926486101, 10.668248022220071 60.077496538537794, 10.668611545507195 60.07738795224455, 10.668902402115272 60.07734952588433, 10.669032654114373 60.07736611390977, 10.669185749743665 60.07739013724714, 10.669327429282182 60.07741232865552, 10.66945782427133 60.077435291021445, 10.669884539516518 60.0775101053487, 10.670394218824839 60.077594019204994, 10.671207514373899 60.07773175375308, 10.671876035043663 60.077825150669405, 10.672789785282305 60.07791607172881, 10.673238612919103 60.07792683003046, 10.673683434624705 60.07795074987769, 10.673719949434098 60.07795127574314, 10.674950207261979 60.07796713612454, 10.675314570009883 60.07795336088204, 10.675383489517623 60.077933627649855, 10.675443554096534 60.07783856544301, 10.675506757989773 60.0776424262401, 10.675508478870233 60.077637375033476, 10.675581513190682 60.077557057056225, 10.675627009882158 60.077539775870555, 10.675642165789363 60.077526740915474, 10.675782223557217 60.077453117817896, 10.67617466834978 60.07739425855009)"
63,['Smestad - Bestumkilen'],['A5'],JA,,"Geometri hentet fra Vbase, 20180604","LINESTRING (10.677397640325498 59.92731324645327, 10.67742841923373 59.92727432524516, 10.67753620933074 59.927137606170355, 10.677669551811977 59.92698250953492, 10.677783012102214 59.92684473015509)"
64,"['Ukjent', 'Ukjent', 'Ukjent']","['osl30', 'osl31', 'osl96']",JA,,,"LINESTRING (10.620859752351354 60.104141788485, 10.62064123606224 60.10425618732865, 10.620485495879572 60.10433757561293, 10.620184377692812 60.10449528524356, 10.61982863236885 60.10476781033639, 10.619665099138857 60.10486276438205, 10.619535696975175 60.104956761690936, 10.619340163111046 60.10520972210651, 10.61923827979183 60.10543926373203, 10.619090845394442 60.105543450015446, 10.618968970503532 60.105706597538884, 10.618794802354266 60.10590756558431, 10.61878071669641 60.106082416769524, 10.6189390430298 60.106233065959685, 10.61916010365349 60.10630571156466, 10.61927361289293 60.10655111852186, 10.619464050326155 60.10662288098096, 10.619650776973847 60.10665202920817)"
65,['Blåmerket sti Østmarka'],['F_20170614_01'],JA,,,"LINESTRING (10.909315458978357 59.826492197069065, 10.90921536396925 59.82658858878258, 10.908926753186751 59.8268448997159, 10.908872248136845 59.8271425443448, 10.908918636354496 59.82742004286591, 10.909074599402464 59.827458109305546, 10.909124620890259 59.82751540709108, 10.90952280794053 59.82792342870928, 10.90989842255728 59.82822372375344, 10.909914358784881 59.82850202322583, 10.910259000918119 59.82890929295807, 10.910654167873295 59.82929831343854, 10.910966051775803 59.82972518864702, 10.911220423956815 59.8301259525385, 10.91149419828905 59.830544487909805, 10.91178275022047 59.830943676483976, 10.91211045464374 59.83134409199481, 10.912365678134984 59.83175301505673, 10.912621870977057 59.83215383980144, 10.91291280491549 59.83256296144056, 10.91305726239973 59.83278253659843, 10.913099922862548 59.83284811356848)"
66,['KyststiOslo'],['Kyststi_03_07'],JA,,,"LINESTRING (10.67621723990154 59.91655260530501, 10.676140311078063 59.91653104035256, 10.676079067688496 59.9165154730311, 10.67607165268683 59.91651386085567, 10.676033312817868 59.91650554661397, 10.675958296251109 59.91648997470908, 10.67588761062931 59.91647515602345, 10.675859206517101 59.91646878112515, 10.675790018910707 59.91645529053861, 10.675702086895228 59.91643898453081, 10.675673934004278 59.91643404340583, 10.675596254526658 59.91641886439535, 10.675538272147353 59.916407656210176, 10.67551677398863 59.916403438790944, 10.675462884944954 59.916391819298845, 10.67540384148252 59.916377301464344, 10.675380451748842 59.91637104236593, 10.675314260460077 59.91635311262525, 10.675255404933491 59.916338771962806, 10.675197230480428 59.916327296631756, 10.67519379794 59.916326621745085, 10.675155714158644 59.916319830816136, 10.6751035970144 59.916311421927645, 10.675048879986687 59.916304662683174, 10.674983566670893 59.9162970501019, 10.674923120479733 59.9162901839693, 10.674858467967795 59.91628148517703, 10.674800888808113 59.916271169677366, 10.674773254365512 59.916265862524625, 10.674722275626111 59.9162551937039, 10.674695842748571 59.91624888333025, 10.674641979239595 59.9162342095457, 10.674591937458883 59.91622083438819, 10.674568860276352 59.91621367304933, 10.674511718395255 59.91619428077342, 10.674461093134921 59.916176422336044, 10.674441233593019 59.916169220107534, 10.674388463355035 59.91615138888618, 10.674368187556826 59.91614302436667, 10.674328778760522 59.916124125296555, 10.67431111648952 59.916114380383654, 10.67426865328514 59.91609165813501, 10.674228208599203 59.91606639547961, 10.674212802375596 59.91605527471089, 10.674167253573687 59.916021005759326, 10.674143249497769 59.91600253970067, 10.674090883533518 59.91596431571549, 10.674069660294 59.91594779021421, 10.67402186730038 59.91591157382924, 10.674003791420668 59.91589716386104, 10.67396938861336 59.915871105908145, 10.673931279718664 59.91584249043143, 10.673902895436445 59.91582228369038, 10.67387903424451 59.91580309726866, 10.673855353877842 59.915787501060315, 10.673844473004085 59.91578099306075, 10.673816000033396 59.9157696788983, 10.673785110423669 59.91576010185564, 10.67375183377585 59.91574929773175, 10.673715013740523 59.91573916727491, 10.673677001214608 59.91573021951382, 10.67365305340469 59.9157235181357, 10.673602073834624 59.91570925638836, 10.673540211015814 59.915691989328096, 10.67348558671345 59.91567283409816, 10.673464055651714 59.915664395564725, 10.673413010993483 59.915645284679194, 10.673366530077335 59.91562800191624, 10.67332619002405 59.91561189857302, 10.67330728808055 59.91560594140303, 10.673257261333264 59.91559283499783)"
